1,75.38%,76.14%,76.04%,
2,74.64%,74.72%,74.86%,
3,84.06%,83.12%,85.62%,
4,63.41%,66.02%,66.60%,
5,85.69%,87.10%,85.58%,
6,58.52%,60.87%,60.72%,
7,78.12%,79.74%,81.36%,
8,88.90%,89.01%,89.22%,
9,73.81%,76.62%,76.29%,
10,58.81%,57.37%,61.38%,
,74.13%,75.07%,75.77%,
