1,78.50%,76.61%,77.37%,
2,73.93%,74.79%,74.93%,
3,83.44%,83.96%,83.75%,
4,64.65%,65.10%,65.56%,
5,85.69%,86.90%,85.08%,
6,58.66%,60.09%,60.09%,
7,78.12%,80.17%,80.39%,
8,88.25%,86.75%,88.90%,
9,71.88%,76.51%,75.00%,
10,59.38%,56.81%,58.65%,
,74.25%,74.77%,74.97%,
