1,77.27%,76.52%,75.38%,
2,74.86%,75.28%,74.86%,
3,83.54%,83.75%,84.58%,
4,63.67%,67.06%,66.21%,
5,86.90%,87.10%,86.39%,
6,59.45%,61.29%,60.65%,
7,79.20%,80.17%,81.47%,
8,87.50%,88.69%,89.87%,
9,73.71%,77.48%,77.16%,
10,58.65%,57.61%,60.82%,
,74.47%,75.50%,75.74%,
