1,75.85%,75.85%,77.46%,
2,74.64%,74.79%,74.22%,
3,82.40%,83.23%,85.21%,
4,65.36%,65.69%,64.32%,
5,83.77%,86.39%,85.58%,
6,58.95%,59.52%,60.65%,
7,78.02%,79.85%,80.71%,
8,88.58%,87.72%,88.79%,
9,72.41%,76.62%,72.41%,
10,58.57%,57.13%,58.97%,
,73.86%,74.68%,74.83%,
