1,76.14%,75.57%,75.19%,
2,74.29%,75.92%,74.72%,
3,82.50%,83.33%,84.38%,
4,61.78%,67.12%,67.19%,
5,85.99%,87.20%,86.59%,
6,59.52%,61.93%,61.01%,
7,79.20%,80.71%,81.47%,
8,88.36%,89.01%,88.79%,
9,71.98%,76.51%,77.37%,
10,58.49%,57.77%,60.50%,
,73.83%,75.51%,75.72%,
