1,77.94%,75.47%,75.47%,
2,74.01%,74.22%,74.93%,
3,83.33%,83.54%,84.58%,
4,66.73%,67.58%,66.54%,
5,86.19%,86.59%,86.59%,
6,60.30%,60.80%,61.01%,
7,79.20%,80.71%,82.00%,
8,87.82%,87.93%,89.44%,
9,74.68%,77.59%,77.91%,
10,59.46%,58.49%,61.06%,
,74.97%,75.29%,75.95%,
