1,76.23%,75.47%,75.00%,
2,74.15%,74.43%,74.43%,
3,84.38%,84.27%,85.31%,
4,67.12%,67.25%,66.28%,
5,86.29%,87.10%,85.99%,
6,60.01%,60.72%,60.65%,
7,78.88%,81.03%,81.68%,
8,88.36%,87.18%,88.79%,
9,74.46%,77.59%,77.26%,
10,58.17%,57.85%,60.98%,
,74.80%,75.29%,75.64%,
