1,75.38%,76.23%,75.38%,
2,74.43%,75.07%,75.14%,
3,83.75%,82.50%,84.69%,
4,67.64%,66.41%,66.80%,
5,85.89%,86.79%,86.29%,
6,58.74%,60.37%,60.94%,
7,78.34%,80.39%,81.47%,
8,87.18%,86.96%,89.22%,
9,73.92%,76.40%,76.83%,
10,58.41%,58.25%,60.18%,
,74.37%,74.94%,75.69%,
