1,77.94%,77.27%,76.52%,
2,73.79%,75.14%,75.14%,
3,83.75%,83.85%,85.10%,
4,66.15%,66.08%,66.67%,
5,84.48%,86.59%,85.79%,
6,59.02%,59.59%,61.08%,
7,78.12%,80.50%,81.14%,
8,87.82%,86.53%,88.79%,
9,73.06%,76.29%,75.43%,
10,59.54%,57.05%,59.54%,
,74.37%,74.89%,75.52%,
