1,77.46%,77.46%,77.08%,
2,73.65%,74.57%,74.50%,
3,83.12%,83.02%,85.10%,
4,65.69%,65.04%,64.84%,
5,85.08%,86.59%,81.15%,
6,59.38%,60.30%,60.44%,
7,77.80%,80.39%,80.60%,
8,87.82%,87.07%,89.12%,
9,71.12%,76.19%,72.31%,
10,58.41%,56.89%,59.38%,
,73.95%,74.75%,74.45%,
