1,77.27%,77.08%,76.14%,
2,74.50%,74.64%,74.29%,
3,82.81%,81.98%,84.48%,
4,65.76%,65.56%,66.02%,
5,84.38%,86.69%,85.48%,
6,59.16%,59.80%,60.72%,
7,77.80%,80.50%,81.25%,
8,88.25%,87.07%,88.90%,
9,71.98%,76.29%,75.00%,
10,60.18%,57.05%,59.38%,
,74.21%,74.67%,75.17%,
