1,75.19%,77.37%,77.75%,
2,74.29%,74.29%,74.57%,
3,83.96%,83.65%,84.79%,
4,64.78%,66.02%,66.15%,
5,84.98%,86.39%,85.28%,
6,58.38%,59.73%,60.72%,
7,78.23%,80.50%,81.14%,
8,87.93%,87.61%,88.69%,
9,71.88%,75.65%,75.32%,
10,60.58%,56.97%,60.18%,
,74.02%,74.82%,75.46%,
