1,75.09%,77.18%,75.28%,
2,74.57%,74.22%,74.72%,
3,83.12%,84.27%,85.42%,
4,67.51%,67.06%,67.51%,
5,85.99%,86.59%,86.29%,
6,60.58%,59.59%,60.80%,
7,79.09%,81.14%,81.68%,
8,87.50%,88.69%,89.44%,
9,74.46%,76.40%,77.05%,
10,59.38%,58.33%,60.66%,
,74.73%,75.35%,75.89%,
