1,75.57%,76.80%,75.85%,
2,74.93%,74.79%,74.01%,
3,84.17%,82.50%,84.90%,
4,63.02%,66.02%,65.56%,
5,84.98%,86.39%,85.08%,
6,59.66%,59.66%,60.94%,
7,78.99%,80.17%,80.93%,
8,87.93%,87.28%,87.93%,
9,72.20%,76.51%,72.95%,
10,59.86%,57.13%,59.94%,
,74.13%,74.72%,74.81%,
