1,76.33%,76.70%,75.57%,
2,74.93%,74.36%,75.00%,
3,84.06%,82.50%,84.58%,
4,66.80%,66.21%,66.15%,
5,85.48%,86.79%,85.89%,
6,57.95%,59.94%,60.72%,
7,78.56%,80.71%,81.25%,
8,87.39%,87.39%,88.04%,
9,72.52%,76.83%,75.75%,
10,60.26%,57.61%,60.02%,
,74.43%,74.90%,75.30%,
