1,75.19%,76.33%,77.27%,
2,73.51%,74.57%,74.86%,
3,83.75%,83.65%,84.27%,
4,65.36%,66.34%,64.84%,
5,85.38%,86.90%,85.58%,
6,58.66%,60.30%,60.44%,
7,77.91%,79.96%,80.93%,
8,89.01%,87.07%,89.01%,
9,71.88%,76.40%,72.52%,
10,59.62%,56.81%,59.70%,
,74.03%,74.83%,74.94%,
