1,74.91%,76.61%,77.08%,
2,73.93%,74.57%,74.57%,
3,84.90%,84.06%,84.58%,
4,64.91%,66.28%,66.47%,
5,83.77%,86.59%,85.89%,
6,58.24%,60.65%,60.80%,
7,78.66%,80.71%,81.57%,
8,87.72%,86.53%,89.01%,
9,71.66%,76.29%,75.54%,
10,59.94%,57.45%,58.97%,
,73.86%,74.97%,75.45%,
