1,77.27%,76.33%,76.23%,
2,74.43%,75.57%,74.50%,
3,82.19%,83.96%,84.58%,
4,64.84%,67.58%,66.15%,
5,86.09%,87.00%,86.19%,
6,60.65%,59.45%,61.43%,
7,78.99%,80.28%,81.79%,
8,87.18%,88.58%,89.44%,
9,73.92%,77.16%,76.72%,
10,58.89%,57.61%,60.74%,
,74.45%,75.35%,75.78%,
