1,76.42%,77.75%,75.19%,
2,74.79%,75.64%,74.72%,
3,84.58%,84.38%,84.90%,
4,64.32%,68.49%,66.34%,
5,85.48%,87.40%,86.29%,
6,58.31%,61.15%,61.36%,
7,78.23%,80.50%,81.68%,
8,88.15%,87.61%,89.12%,
9,74.46%,76.40%,77.48%,
10,58.01%,57.85%,60.26%,
,74.28%,75.72%,75.73%,
