1,76.42%,76.52%,76.23%,
2,74.86%,74.29%,75.07%,
3,84.06%,83.02%,85.62%,
4,66.80%,67.90%,66.34%,
5,85.38%,86.79%,85.99%,
6,60.30%,61.22%,61.08%,
7,79.42%,79.85%,81.47%,
8,88.79%,87.07%,89.33%,
9,74.03%,78.02%,77.48%,
10,58.65%,58.57%,61.30%,
,74.87%,75.33%,75.99%,
