1,76.33%,74.81%,76.80%,
2,73.93%,74.29%,74.93%,
3,82.92%,82.71%,84.27%,
4,65.76%,65.49%,66.28%,
5,84.48%,86.49%,85.58%,
6,59.38%,59.52%,60.09%,
7,76.94%,80.39%,80.93%,
8,88.58%,86.64%,89.01%,
9,72.52%,76.62%,74.68%,
10,61.38%,56.97%,59.54%,
,74.22%,74.39%,75.21%,
