1,76.23%,76.14%,76.52%,
2,74.43%,75.07%,74.29%,
3,81.98%,84.38%,84.06%,
4,64.00%,66.54%,66.99%,
5,85.08%,87.00%,85.89%,
6,59.02%,59.59%,60.37%,
7,78.12%,80.50%,81.14%,
8,88.69%,87.93%,89.01%,
9,72.41%,77.05%,75.43%,
10,59.05%,57.29%,59.70%,
,73.90%,75.15%,75.34%,
