1,77.75%,77.65%,77.18%,
2,74.36%,74.57%,74.86%,
3,83.12%,83.75%,85.00%,
4,64.84%,64.58%,65.04%,
5,85.38%,86.39%,85.38%,
6,58.88%,60.16%,61.22%,
7,77.91%,80.28%,80.17%,
8,88.15%,86.75%,87.61%,
9,72.31%,76.29%,74.78%,
10,59.46%,56.57%,58.25%,
,74.22%,74.70%,74.95%,
