1,75.47%,77.37%,77.27%,
2,74.22%,75.14%,74.57%,
3,83.65%,82.81%,85.10%,
4,65.17%,66.02%,65.49%,
5,85.18%,86.79%,85.48%,
6,59.66%,59.87%,59.87%,
7,77.48%,80.50%,80.39%,
8,87.61%,87.18%,87.72%,
9,71.44%,76.19%,74.78%,
10,60.02%,55.77%,59.54%,
,73.99%,74.76%,75.02%,
