1,75.57%,75.85%,75.28%,
2,75.64%,74.93%,75.00%,
3,83.02%,84.27%,85.21%,
4,67.45%,66.60%,66.73%,
5,86.49%,87.10%,86.09%,
6,60.80%,59.80%,60.65%,
7,78.45%,80.71%,82.22%,
8,88.47%,87.72%,89.22%,
9,74.35%,76.83%,77.48%,
10,60.02%,57.53%,60.26%,
,75.03%,75.13%,75.81%,
