1,76.14%,75.28%,76.52%,
2,74.01%,74.72%,75.07%,
3,83.85%,83.44%,83.85%,
4,67.45%,67.77%,66.15%,
5,85.38%,86.19%,85.79%,
6,58.24%,60.01%,60.51%,
7,77.91%,81.03%,81.68%,
8,88.79%,86.85%,89.01%,
9,72.31%,76.72%,76.08%,
10,60.58%,57.61%,60.58%,
,74.47%,74.96%,75.52%,
