1,76.42%,76.14%,75.28%,
2,74.64%,74.08%,74.93%,
3,83.85%,83.12%,84.79%,
4,65.95%,67.90%,66.86%,
5,86.09%,86.29%,85.99%,
6,59.73%,60.65%,61.15%,
7,78.88%,80.50%,81.68%,
8,88.69%,87.18%,89.12%,
9,72.74%,76.51%,77.26%,
10,59.29%,58.17%,60.90%,
,74.63%,75.05%,75.80%,
