1,77.94%,75.85%,76.04%,
2,74.36%,74.57%,75.28%,
3,83.85%,84.48%,85.42%,
4,64.00%,66.54%,66.08%,
5,86.19%,86.59%,86.49%,
6,59.87%,60.58%,60.51%,
7,78.34%,79.85%,81.68%,
8,87.50%,88.79%,89.55%,
9,73.92%,76.29%,76.40%,
10,59.46%,58.33%,61.06%,
,74.54%,75.19%,75.85%,
