1,77.94%,75.66%,77.08%,
2,73.79%,74.86%,75.28%,
3,83.12%,83.54%,84.90%,
4,64.32%,64.71%,64.26%,
5,83.57%,86.59%,84.27%,
6,59.66%,59.23%,59.87%,
7,77.37%,79.74%,80.17%,
8,89.12%,86.75%,89.12%,
9,72.20%,75.86%,75.11%,
10,58.57%,57.29%,58.81%,
,73.97%,74.42%,74.89%,
